unique_id,osmid,element_type,amenity,name,wheelchair,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,note,cuisine,opening_hours,phone,website,delivery,created_by,capacity,takeaway,name:fr,email,name:en,internet_access,toilets:wheelchair,contact:fax,contact:phone,contact:website,source,stars,tourism,wikidata,alt_name,description,outdoor_seating,smoking,contact:facebook,start_date,drive_in,contact:email,payment:coins,payment:mastercard,payment:notes,payment:visa,reservation,wheelchair:description,wheelchair:description:fr,name:de,designation,addr:housename,fax,level,payment:cash,internet_access:fee,toilets,payment:bitcoin,payment:litecoin,name:ko,survey:date,payment:credit_cards,payment:debit_cards,payment:maestro,payment:postfinance_card,bar,internet_access:ssid,facebook,opening_hours:url,old_name,opening_hours:covid19,lgbt,contact:phone_1,country,diet:vegan,diet:vegetarian,name:it,contact:mobile,opening_hours:signed,access:covid19,delivery:covid19,takeaway:covid19,brewery,drive_through:covid19,nodes,building,ele,min_age,building:levels,id,lon,lat
node/2319855847,2319855847,node,restaurant,Le Jardin,,POINT (6.1067962 46.2248454),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,6.1067962,46.2248454
node/2321259363,2321259363,node,restaurant,Paradox Pizza,yes,POINT (6.1096806 46.2211166),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285,6.1096806,46.2211166
node/2321259365,2321259365,node,restaurant,Swiss Bistro,,POINT (6.1138649 46.22056989999999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286,6.1138649,46.220569899999994
node/2322081751,2322081751,node,restaurant,Le Marchand de Sable,,POINT (6.1423783 46.1856529),Carouge,CH,4,,Rue Vautier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287,6.1423783,46.1856529
node/2328703440,2328703440,node,restaurant,Zhong Tong,,POINT (6.1447473 46.2068742),Genève,,,,,,asian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,6.1447473,46.2068742
node/2330012332,2330012332,node,restaurant,Restaurant le Mandarin,,POINT (6.1453875 46.2078438),Genève,,1-3,1201.0,Rue de Chantepoulet,,chinese,"Mo-Fr 12:00-14:00,19:00-23:00; Sa-Su 12:00-23:00",+41 22 732 27 42,http://www.mandarin.ch,,,,yes,,info@mandarin.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+41 22 731 97 58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,6.1453875,46.2078438
node/2333046134,2333046134,node,restaurant,Le Trinquet,,POINT (6.131190900000001 46.1893625),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,6.131190900000001,46.1893625
node/2333046146,2333046146,node,restaurant,La Praille,,POINT (6.128675 46.187038),,,,,,,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,6.128675,46.187038
node/2333792117,2333792117,node,restaurant,Au Carrefour,,POINT (6.120100499999999 46.1829114),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,6.1201004999999995,46.1829114
node/2333792120,2333792120,node,restaurant,Auberge du Grand-Lancy,,POINT (6.121069599999999 46.1836161),Grand-Lancy (GE),,66,,Route du Grand-Lancy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293,6.121069599999999,46.1836161
node/2337285545,2337285545,node,restaurant,Kuk,,POINT (6.1462065 46.19648729999999),Genève,,18,,Boulevard des Philosophes,,,"Su-Fr 11:30-14:30, Tu-Su 19:00-23:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,6.1462065,46.196487299999994
node/2337285547,2337285547,node,restaurant,Morena Bar,,POINT (6.1266677 46.20860949999999),Genève,,1,,Avenue Wendt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,6.1266677000000005,46.208609499999994
node/2337285549,2337285549,node,restaurant,Restaurant des Philosophes,,POINT (6.1458645 46.1956641),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296,6.1458645,46.1956641
node/2337285550,2337285550,node,restaurant,Le Socrate,,POINT (6.1463827 46.1955993),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297,6.1463827,46.1955993
node/2337960079,2337960079,node,restaurant,Côté Cour Côté Jardin,yes,POINT (6.1575848 46.2013218),Genève,,8,1207.0,Rue de la Chapelle 8 1207 Genève,,,,+41 22 736 88 86,http://www.cotecourcotejardin.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Terrasse en cour intérieur au calme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298,6.1575847999999995,46.2013218
node/2339882914,2339882914,node,restaurant,Brasserie Nouvelle,,POINT (6.125645 46.2087213),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299,6.125645,46.2087213
node/2339882915,2339882915,node,restaurant,la Terrasse,,POINT (6.1146444 46.2111745),Châtelaine,,1,,Avenue Edmond-Vaucher,,italian_pizza;italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,6.1146444,46.2111745
node/2343821824,2343821824,node,restaurant,Divan,,POINT (6.1149308 46.1968903),Petit-Lancy,,81,,Route de Saint-Georges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,6.1149308,46.1968903
node/2343821828,2343821828,node,restaurant,La Terrasse,,POINT (6.117159200000001 46.19638670000001),Petit-Lancy,,73,,Route de Saint-Georges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,6.117159200000001,46.196386700000005
node/2343821831,2343821831,node,restaurant,St-Georges Le Capucin,,POINT (6.117753599999999 46.1971587),Petit-Lancy,,12,,Avenue du Cimetière,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,6.1177535999999995,46.1971587
node/2352167035,2352167035,node,restaurant,Mamma Corleone,,POINT (6.144956099999999 46.2069866),Genève,,13,1201.0,Rue Kléberg,,pizza,,+41 22 731 09 09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304,6.144956099999999,46.2069866
node/2363587800,2363587800,node,restaurant,Auberge de Compesières,,POINT (6.1176005 46.1534048),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,6.1176005,46.1534048
node/2368373202,2368373202,node,restaurant,Tzing Tao,,POINT (6.1481339 46.22076389999999),,,,,,,chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,6.1481339,46.220763899999994
node/2377442454,2377442454,node,restaurant,Restaurant de la Maison Grise,,POINT (6.1524918 46.1618138),Troinex,,3,,Route de Bossey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,6.1524918,46.1618138
node/2378958512,2378958512,node,restaurant,La Chaumière,,POINT (6.1476668 46.1622682),Troinex,,16,,Chemin de la Fondelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,6.1476668,46.1622682
node/2395622178,2395622178,node,restaurant,Le Pain Quotidien,,POINT (6.154575299999999 46.1930901),Genève,,1,,Avenue Alfred-Bertrand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,6.154575299999999,46.1930901
node/2395622179,2395622179,node,restaurant,Le Sénat,,POINT (6.150100800000001 46.1956862),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310,6.150100800000001,46.195686200000004
node/2395622180,2395622180,node,restaurant,Pompéi,,POINT (6.1531884 46.1925456),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311,6.1531884,46.1925456
node/2399301849,2399301849,node,restaurant,Bang Yai,,POINT (6.1367477 46.189824),Les Acacias,CH,5,1227.0,Rue des Noirettes,,thai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312,6.1367477,46.189824
node/2399383910,2399383910,node,restaurant,Inglewood,limited,POINT (6.140231099999999 46.1940913),Geneve,,44,1205.0,Boulevard du Pont-d'Arve,,burger,,,https://www.inglewood.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313,6.140231099999999,46.1940913
node/2406736261,2406736261,node,restaurant,The Hamburger Foundation,,POINT (6.157993599999999 46.2049745),Genève,CH,8,,Rue du 31 Décembre,surveyed by Alex-7 with OsmPad and bicycle,burger,Mo-Fr 07:30-20:30; Sa-Su 11:30-22:30,+41 22 400 00 55,https://www.thehamburgerfoundation.ch/en/restaurant-eaux-vives.html,,,,,,,,wlan,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,6.157993599999999,46.2049745
node/2406736271,2406736271,node,restaurant,Le C,,POINT (6.158081299999999 46.2045326),Genève,CH,8,1207.0,Rue du Simplon,surveyed by Alex-7 with OsmPad and bicycle,international,Tu-Fr 07:00-00:00; Sa 18:00-00:00; Mo 07:00-15:00,+41 22 700 75 80,http://www.le-c.ch,,,,,,info@le-c.ch,,wlan,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,6.158081299999999,46.2045326
node/2415883892,2415883892,node,restaurant,Café de la Place,,POINT (5.972441099999999 46.1495297),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316,5.972441099999999,46.1495297
node/2427928643,2427928643,node,restaurant,Vivendo,,POINT (6.1493092 46.1947902),,,,,,,pizza,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,6.1493092,46.1947902
node/2440334180,2440334180,node,restaurant,Indian Curry House,,POINT (6.132808799999999 46.2123623),Genève,CH,76,,Rue de la Servette,surveyed by Alex-7 with OsmPad and bicycle,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318,6.132808799999999,46.212362299999995
node/2451555419,2451555419,node,restaurant,A l'Union,,POINT (6.1841807 46.1672999),Veyrier,,269,,Route de Veyrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,6.1841807,46.1672999
node/2451555420,2451555420,node,restaurant,Cercle du Salève,,POINT (6.1855389 46.1667983),Veyrier,,2,1255.0,Chemin Jules-Edouard-Gottret,,regional,Mo 07:30-15:30; Tu-Fr 07:30-00:00; Sa 08:00-00:00,,http://www.cercle-du-saleve.com/,,,,,,,,,,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/pages/Restaurant-Cercle-du-Sal%C3%A8ve/154879567877770,,,,,,,,,,,,,,,,,,,,,,320,6.1855389,46.166798299999996
node/2452628693,2452628693,node,restaurant,Cercle du Salève,,POINT (6.1863438 46.167194),Veyrier,,31,1255.0,Place de l'Église,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,6.1863437999999995,46.167194
node/2542232101,2542232101,node,restaurant,La Cocina Argentina,,POINT (6.1322633 46.2052727),Genève,,58,1203.0,Rue de Saint-Jean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,6.1322633,46.2052727
node/2560689463,2560689463,node,restaurant,Le Sixième,,POINT (6.0517377 46.2222217),,,,,,,,,,http://www.restaurantle6eme.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,6.0517377,46.2222217
node/2560689464,2560689464,node,restaurant,Le Restaurant du Traiteur,yes,POINT (6.052301 46.2233945),Satigny,,10,1242.0,Rue du Pré-de-la-Fontaine,,regional,Mo-Fr 07:00-14:30,+41 22 796 01 24,https://www.traiteurdechatelaine.ch/,no,,,no,,info@traiteurdechatelaine.ch,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,1.0,,,,,,,,yes,yes,,,,,,https://www.traiteurdechatelaine.ch/notre-restaurant/,,,,,,,,,,,,,,,,,,,,,324,6.052301,46.2233945
node/2641332666,2641332666,node,restaurant,MEETING POINT,,POINT (6.1554017 46.2008258),Genève,,1,1207.0,Carrefour de Rive,,regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,6.1554017,46.2008258
node/2692427869,2692427869,node,restaurant,Bois-Gentil,,POINT (6.1235334 46.2132439),Genève,,36,1203.0,Avenue Ernest-Pictet,,regional,,+41223449277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326,6.1235334,46.2132439
node/2714805867,2714805867,node,restaurant,Café de La Pallanterie,,POINT (6.2170985 46.24781779999999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327,6.2170985,46.24781779999999
node/2723376922,2723376922,node,restaurant,Auberge Fédérale,,POINT (6.123428 46.2127312),genève,,12-14,1203.0,Rue Soubeyran,,regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,6.123428,46.2127312
node/2724000352,2724000352,node,restaurant,Mikado Sushi,no,POINT (6.158298 46.2008086),,,,,,,sushi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329,6.158298,46.2008086
node/2727918651,2727918651,node,restaurant,Auberge de Saviese,limited,POINT (6.149059400000001 46.21099520000001),,,20,,Rue des Pâquis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,6.1490594000000005,46.210995200000006
node/2781581385,2781581385,node,restaurant,Awash,,POINT (6.145976999999999 46.21726029999999),Genève,,9,,,,,,,,,,,,,,,,,,,,,,,,,Ethiopian restaurant. Vegan and vegetarian friendly.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331,6.145976999999999,46.21726029999999
node/2817861278,2817861278,node,restaurant,The Hamburger Foundation,no,POINT (6.150688 46.211391),Genève,,37,1201.0,Rue Philippe-Plantamour,,burger,Mo-Su 11:30-22:30,+41 22 310 00 44,https://www.thehamburgerfoundation.ch/en/restaurant-paquis.html,,,,yes,,,,wlan,,,,,,,,,,,yes,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332,6.150688,46.211391
node/2821041286,2821041286,node,restaurant,Le Bistroquet,,POINT (6.1384587 46.1913571),Genève,,10,1227.0,Rue Caroline,,french,Mo-Fr 11:30-00:00; Sa 19:00-00:00,+41223430636,http://www.lebistroquet.ch/,,,,,,,,,,,,,V0lv0X,,,,,,,isolated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,6.1384587,46.1913571
node/2906256593,2906256593,node,restaurant,Café du Bourg de Four,limited,POINT (6.1490417 46.199858),,,,,,,regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,6.1490417,46.199858
node/2906256594,2906256594,node,restaurant,MangoDeck,yes,POINT (6.1489395 46.19986420000001),,,,,,,french,Mo-Fr 08:00-18:30,+41223102532,http://www.mangodeck.ch/,,,,,,,,wlan,,,,,,,,,,,,separated,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335,6.1489395,46.19986420000001
node/2920360131,2920360131,node,restaurant,Restaurant des Nations,,POINT (6.1398835 46.2210821),,,87,,Rue de Montbrillant,,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,6.1398835,46.2210821
node/2925912101,2925912101,node,restaurant,Chez Renato,,POINT (6.094020099999999 46.1550549),Perly,,282,1258.0,Route de Saint-Julien,,pizza,,+41 22 771 27 43,,,,,yes,,,,,,,,,,,,,,,yes,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337,6.094020099999999,46.1550549
node/2939928181,2939928181,node,restaurant,Auberge de Dardagny,,POINT (5.9956864 46.19327979999999),Dardagny,,504,,Route du Mandement,,,,,http://www.auberge-dardagny.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338,5.9956864,46.19327979999999
node/2941511798,2941511798,node,restaurant,L'An 2000,,POINT (6.1912365 46.1970038),Chêne-Bougeries,,24,1224.0,Chemin du Pont-de-Ville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339,6.1912365,46.1970038
node/2943525089,2943525089,node,restaurant,Le Pradel,,POINT (6.130144 46.18831710000001),Carouge (GE),,70,1227.0,Route des Acacias,,,,+41 22 300 36 02,http://www.lepradel.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,6.1301440000000005,46.188317100000006
node/2944115732,2944115732,node,restaurant,Cheval Blanc,,POINT (6.2309969 46.20890379999999),Puplinge,,12,1241.0,Rue de Graman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,6.2309969,46.208903799999995
node/2946124133,2946124133,node,restaurant,La Rörisserie,,POINT (6.112398000000001 46.232518),Cointrin,,,,,,regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,6.112398000000001,46.232518
node/2946346775,2946346775,node,restaurant,Brasserie du Plateau,,POINT (6.1949104 46.1975413),Chêne-Bourg,,16,1225.0,Avenue de Bel-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343,6.1949104,46.1975413
node/2984720433,2984720433,node,restaurant,Le Syracuse,,POINT (6.1485477 46.1997593),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344,6.1485477,46.1997593
node/2990144239,2990144239,node,restaurant,Boosaba,,POINT (6.139265900000001 46.2091303),Genève,,5,1201.0,Rue de la Servette,,thai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Le Siam,,,,,,,,,,,,,,,,,,,,345,6.139265900000001,46.2091303
node/2990144241,2990144241,node,restaurant,La Trattoria,,POINT (6.1398666 46.2088148),Genève,,1,1201.0,Rue de la Servette,,italian,,,http://www.latrattoria.ch/,,,,,,,,,,,,,personal,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,6.1398665999999995,46.2088148
node/2990171263,2990171263,node,restaurant,Nomades,,POINT (6.139392099999999 46.2105434),Genève,,18,1201.0,Rue des Grottes,,Lebanese/Morrocan,,,http://ndgeneve.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347,6.139392099999999,46.2105434
node/2990174854,2990174854,node,restaurant,Il Forno a legna,,POINT (6.1322919 46.2122265),,,73,1201.0,Rue de la Servette,,italian,"Tu-Sa 11:30-14:00, 18:30-00:00",022 734 59 20,http://ilfornoalegna.ch,,,,,,contact@ilfornoalegna.com,,,,,,,Personal survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348,6.1322919,46.2122265
node/2995673677,2995673677,node,restaurant,Pizz'Arte,,POINT (6.142003400000001 46.2110491),,,2,1201.0,Rue de Montbrillant,,international,,,http://www.montbrillant.ch/fr/restaurants.php,,,,,,,,,,,,,Personal survey,,,,Hotel Montbrillant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,6.142003400000001,46.211049100000004
node/2995687571,2995687571,node,restaurant,La Véranda,,POINT (6.1446723 46.2104328),Genève,,20,1201.0,Rue des Alpes,,italian,,,http://www.international-terminus.ch/hotel-international-geneve-restaurant-international-terminus-hotel/,,,,,,,,,,,,,Personal survey,,,,Hotel International Terminus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,6.1446723,46.2104328
node/2995687573,2995687573,node,restaurant,Bagatelle,,POINT (6.141255200000001 46.2083391),,,,1201.0,Place des XXII-Cantons,,regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351,6.141255200000001,46.2083391
node/3024343376,3024343376,node,restaurant,La Poste,,POINT (6.001049500000001 46.177655),,,,,,,,,+33 2 27 54 01 01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,6.001049500000001,46.177655
node/3032344938,3032344938,node,restaurant,La Broche,,POINT (6.137466000000001 46.2031739),Genève,,36,1204.0,Rue du Stand,,french,,,http://www.restaurant-la-broche.ch/,,,,,,,,,,,,,personal review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,6.137466000000001,46.2031739
node/3032374079,3032374079,node,restaurant,Le Paradis,,POINT (6.1419829 46.2054609),,,,1201.0,Quai Turettini,,coffee_shop,,,http://www.terrasse-paradis.ch/,,,,,,,,,,,,,personal review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,6.1419829,46.2054609
node/3065602361,3065602361,node,restaurant,omnibus,,POINT (6.1377475 46.2040278),Genève,,23,1204.0,Rue de la Coulouvrenière,,,,,http://www.omnibus-cafe.ch/,,,,,Bistrot 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.omnibus-cafe.ch/,,,,,,,,,,,,,,,,,,,,,355,6.1377475,46.2040278
node/3116629324,3116629324,node,restaurant,Mosaïque,,POINT (6.1461172 46.2132984),Genève,,31,1201.0,Rue du Môle,,erythrean,,,,,,,,,,,,,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,6.1461172,46.2132984
node/3169035968,3169035968,node,restaurant,Pizzeria Da Ettore,,POINT (6.0789178 46.2374787),,,,,,,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357,6.0789178,46.237478700000004
node/3189884954,3189884954,node,restaurant,Exclusive,,POINT (6.0945599 46.1554888),Perly,,278,1258.0,Route de Saint-Julien,,italian;italian_pizza,11:00-23:00,+41 22 771 11 98,http://www.exclusiveristorantepizzeria.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,358,6.0945599,46.1554888
node/3274552674,3274552674,node,restaurant,Sushi Train,,POINT (6.149812799999999 46.203264),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,6.149812799999999,46.203264000000004
node/3312975845,3312975845,node,restaurant,Café de Cartigny,,POINT (6.0190629 46.1740033),Cartigny,,34,1236.0,Rue du Trabli,,pizza,,,,,,,,,,,,,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,6.0190629,46.1740033
node/3332101322,3332101322,node,restaurant,,,POINT (6.083204900000001 46.1746442),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361,6.083204900000001,46.1746442
node/3429950013,3429950013,node,restaurant,Brasserie des Artisans,,POINT (6.1284752 46.1915168),Les Acacias,,5d,,Route des Jeunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,6.1284752000000005,46.191516799999995
